"Job Title","Rating","Job Location","Size","Type of ownership","Industry","Sector","Competitors","Hourly","Lower Salary","Upper Salary","Avg Salary(K)","Age","Python","excel","sql","sas","aws","tableau","job_title_sim","Degree"
"Scientist, Pharmacometrics",3.8,"MA","501 - 1000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,84,157,120.5,13,0,0,0,1,0,0,"other scientist","M"
"Manager of Data Science",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","FLURRY, Chartboost",0,40,87,63.5,14,1,0,1,0,0,0,"data scientist","na"
"Scientist Manufacturing Pharma - Kentucky BioProcessing",3.1,"KY","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,68,139,103.5,146,0,0,0,0,0,0,"other scientist","na"
"Software Engineer (Data Scientist/Software Engineer) - SISW - MG",4.1,"CA","5001 - 10000","Company - Public","Computer Hardware & Software","Information Technology","Cadence Design Systems, Synopsys, Altium Limited",0,72,142,107,40,1,1,0,0,0,0,"data scientist","na"
"Data Engineer",3.7,"VA","5001 - 10000","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,74,137,105.5,-1,1,0,1,0,0,0,"data engineer","na"
"Data Engineer",2.8,"CA","501 - 1000","Company - Private","Insurance Carriers","Insurance","Liberty Mutual Insurance, EMPLOYERS, Travelers",0,57,109,83,49,0,0,1,0,0,1,"data engineer","na"
"Lead Big Data Engineer",4,"CA","1001 - 5000","Company - Private","Internet","Information Technology","Indeed, LinkedIn",0,121,203,162,14,1,1,0,0,1,0,"data engineer","na"
"Product Engineer – Spatial Data Science and Statistical Analysis",3.5,"CA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Pitney Bowes",0,52,85,68.5,52,1,1,0,0,0,0,"data scientist","M"
"Sr Software Engineer (Data Scientist)",3.4,"OH","10000+","Company - Public","Insurance Carriers","Insurance","Asurion, SquareTrade, National General Insurance",0,81,140,110.5,43,0,1,1,0,0,0,"data scientist","na"
"Sr. Data Engineer (ETL Developer)",3.7,"IA","201 - 500","Subsidiary or Business Segment","Insurance Carriers","Insurance","-1",0,83,148,115.5,-1,1,1,1,0,0,1,"data engineer","na"
"Associate Research Scientist I (Protein Expression and Production)",3,"CA","501 - 1000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Genentech, Novartis, AstraZeneca",0,59,116,87.5,27,0,1,0,0,0,0,"other scientist","M"
"Senior Data Scientist Artificial Intelligence",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,60,101,80.5,56,0,0,0,0,0,0,"data scientist","M"
"Analytics - Business Assurance Data Analyst",4.6,"IA","501 - 1000","Company - Private","Lending","Finance","-1",0,31,55,43,29,0,1,1,0,0,1,"analyst","na"
"Associate Director/Director, Safety Scientist",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,102,178,140,18,0,1,0,0,0,0,"director","P"
"Director, Precision Medicine Clinical Biomarker Scientist",4,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,136,208,172,172,0,0,0,0,1,0,"director","P"
"Senior Scientist, Cell Pharmacology/Assay Development",-1,"MA","unknown","Company - Private","-1","-1","-1",0,110,130,120,-1,0,0,0,0,0,0,"other scientist","P"
"Data Analyst Senior",3,"PA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","UnitedHealth Group, Molina Healthcare, Centene",0,48,85,66.5,38,0,1,1,1,0,1,"analyst","M"
"Senior Formulations Scientist II",3,"CA","501 - 1000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Genentech, Novartis, AstraZeneca",0,71,129,100,27,0,1,0,0,0,0,"other scientist","P"
"Lead Data Engineer (Python)",4.7,"CA","51 - 200","Company - Private","Staffing & Outsourcing","Business Services","-1",0,66,123,94.5,15,1,0,0,0,1,0,"data engineer","na"
"Data Science Manager",4.2,"CA","501 - 1000","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,171,272,221.5,10,1,1,1,0,0,0,"data scientist","na"
"Senior Data Scientist 4 Artificial Intelligence",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,92,146,119,56,0,0,0,0,0,0,"data scientist","M"
"Data Engineer",3.5,"IL","201 - 500","Company - Private","Consulting","Business Services","-1",0,65,126,95.5,26,1,0,1,0,0,0,"data engineer","M"
"Director II, Data Science - GRS Predictive Analytics",3.3,"IL","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,150,239,194.5,109,1,0,0,1,0,0,"data scientist","P"
"Medical Lab Scientist - MLT",3.2,"NE","10000+","Nonprofit Organization","Health Care Services & Hospitals","Health Care","Dignity Health, Trinity Health",1,43,60,51.5,25,0,0,0,0,0,0,"other scientist","na"
"Senior Operations Data Analyst, Call Center Operations",2.7,"TN","5001 - 10000","Company - Public","Financial Transaction Processing","Finance","-1",1,20,35,27.5,21,0,1,0,0,0,1,"analyst","na"
"Senior Quantitative Analyst",3.3,"NJ","1001 - 5000","Company - Private","Brokerage Services","Finance","-1",0,118,228,173,48,1,1,1,0,0,0,"analyst","na"
"Geospatial Software Developer and Data Scientist",3.7,"TX","501 - 1000","College / University","Colleges & Universities","Education","-1",0,82,129,105.5,-1,1,0,0,0,1,0,"data scientist","na"
"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT",3.9,"TX","1001 - 5000","Nonprofit Organization","Research & Development","Business Services","Los Alamos National Laboratory, Battelle, SRI International",0,52,91,71.5,74,1,1,1,0,1,0,"other scientist","na"
"Senior Scientist - Toxicologist - Product Integrity (Stewardship)",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,47,101,74,146,0,1,0,0,0,0,"other scientist","M"
"Systems Engineer II - Data Analyst",3.7,"AL","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,49,76,62.5,99,0,1,0,0,0,0,"analyst","na"
"Senior Research Analytical Scientist-Non-Targeted Analysis",4.3,"NC","1001 - 5000","Nonprofit Organization","Research & Development","Business Services","Westat, Abt Associates, Chemonics International",0,43,88,65.5,63,0,0,0,0,0,0,"other scientist","P"
"Data Scientist",3.8,"PA","10000+","Company - Public","Sporting Goods Stores","Retail","REI, Academy Sports + Outdoors, Cabela's",0,61,109,85,73,1,0,1,0,0,0,"data scientist","M"
"Principal Data Scientist",3.9,"MD","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,113,182,147.5,108,1,1,0,0,0,0,"data scientist","P"
"Director Data Science",3.6,"NJ","1001 - 5000","Company - Private","Advertising & Marketing","Business Services","-1",0,124,199,161.5,32,1,1,1,0,1,1,"data scientist","na"
"Data Engineer",3.7,"VA","10000+","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",0,58,104,81,122,0,1,0,0,0,0,"data engineer","M"
"Sr Data Analyst - IT",2.1,"PA","1001 - 5000","Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Covance, ICON",0,52,93,72.5,18,0,1,1,0,0,1,"analyst","na"
"Senior Data Engineer",3.9,"CA","51 - 200","Company - Public","Computer Hardware & Software","Information Technology","-1",0,97,181,139,13,1,1,0,0,1,0,"data engineer","na"
"Senior Data Engineer",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","FLURRY, Chartboost",0,100,173,136.5,14,0,0,1,0,0,0,"data engineer","na"
"Sr. Data Analyst",3.2,"NY","201 - 500","Company - Private","Internet","Information Technology","-1",0,58,108,83,13,1,1,1,0,0,0,"analyst","na"
"Research Scientist or Senior Research Scientist - Computer Vision",4.6,"MA","51 - 200","Subsidiary or Business Segment","Research & Development","Business Services","Google, Amazon, NVIDIA",0,81,161,121,30,0,1,0,0,1,0,"other scientist","P"
"Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,53,96,74.5,19,1,0,0,0,0,0,"data scientist","na"
"Data Analyst Chemist - Quality System Contractor",2.2,"CA","501 - 1000","Company - Private","Beauty & Personal Accessories Stores","Retail","-1",0,61,110,85.5,19,0,1,0,0,0,0,"analyst","na"
"Senior Scientist - Biostatistician",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,65,96,80.5,146,0,1,0,0,0,0,"other scientist","M"
"Research Scientist / Principal Research Scientist - Multiphysical Systems",4.6,"MA","51 - 200","Subsidiary or Business Segment","Research & Development","Business Services","Google, Amazon, NVIDIA",0,115,220,167.5,30,0,0,0,0,0,0,"other scientist","P"
"Research Scientist, Machine Learning Department",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,71,144,107.5,37,1,0,1,0,0,0,"machine learning engineer","P"
"Foundational Community Supports Data Analyst",3.4,"WA","501 - 1000","Nonprofit Organization","Social Assistance","Non-Profit","-1",0,32,57,44.5,42,0,1,1,0,1,0,"analyst","na"
"Senior Health Data Analyst, Star Ratings",3.3,"MD","1001 - 5000","Company - Private","Health Care Services & Hospitals","Health Care","MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,79,136,107.5,132,0,0,1,0,0,0,"analyst","M"
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",-1,"MA","unknown","Company - Private","-1","-1","-1",0,120,145,132.5,-1,0,0,0,0,0,0,"other scientist","P"
"Sr. Data Analyst",3.7,"PA","201 - 500","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,50,89,69.5,27,0,1,1,0,0,1,"analyst","na"
"Senior Engineer, Data Management Engineering",3.5,"CA","10000+","Company - Public","Computer Hardware & Software","Information Technology","Seagate Technology, Toshiba",0,68,129,98.5,51,1,0,1,0,1,0,"na","na"
"Quality Control Scientist III- Analytical Development",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,48,113,80.5,60,0,1,0,0,0,0,"other scientist","na"
"Clinical Scientist, Clinical Development",3.8,"MA","51 - 200","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",1,56,97,76.5,13,0,1,0,0,0,0,"other scientist","na"
"Software Engineer Staff Scientist: Human Language Technologies",3.7,"MD","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,74,124,99,99,1,0,1,0,0,0,"other scientist","na"
"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,"MA","501 - 1000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,68,125,96.5,13,0,1,0,0,0,0,"Data scientist project manager","na"
"Assistant Director/Director, Office of Data Science",3.3,"MA","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,39,67,53,109,0,0,0,0,0,0,"data scientist","M"
"Sr. Data Engineer | Big Data SaaS Pipeline",2.7,"CA","1 - 50","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,71,135,103,10,0,0,0,0,1,0,"data engineer","na"
"Senior Risk Data Scientist",3.8,"CA","501 - 1000","Company - Public","Financial Transaction Processing","Finance","-1",0,107,172,139.5,15,0,0,1,1,0,0,"data scientist","M"
"Data Scientist in Artificial Intelligence Early Career",3.8,"WA","1001 - 5000","Government","Energy","Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,49,85,67,56,0,0,0,0,0,0,"data scientist","M"
"Consultant - Analytics Consulting",3,"CT","10000+","Company - Public","IT Services","Information Technology","Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,54,71,62.5,40,0,1,0,0,0,0,"data analitics","na"
"Scientist - CVRM Metabolism - in vivo pharmacology",3.9,"MD","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,61,123,92,108,0,0,0,0,0,0,"other scientist","na"
"Data Analyst",3.6,"NY","1 - 50","Company - Private","Health Care Services & Hospitals","Health Care","The Execu|Search Group, Prime Staffing",0,47,85,66,41,0,1,0,0,0,0,"analyst","na"
"Data Engineer",3.5,"CA","501 - 1000","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,65,124,94.5,8,1,1,1,0,1,0,"data engineer","M"
"Data Scientist",3.6,"NJ","1001 - 5000","Company - Private","Advertising & Marketing","Business Services","-1",0,87,141,114,32,1,1,1,0,1,1,"data scientist","na"
"Data Scientist",4.2,"NY","51 - 200","Company - Private","Education Training Services","Education","Harvard Business School, Coursera, edX",0,56,95,75.5,9,1,0,1,0,1,1,"data scientist","na"
"Data Scientist",3.5,"MO","1 - 50","School / School District","K-12 Education","Education","-1",0,71,121,96,-1,0,1,1,0,0,0,"data scientist","P"
"Machine Learning Engineer",4,"VA","501 - 1000","Company - Public","Aerospace & Defense","Aerospace & Defense","Harris, Fibertek",0,62,112,87,67,1,0,0,0,0,0,"machine learning engineer","na"
"Data Scientist",3.7,"MD","201 - 500","Company - Private","IT Services","Information Technology","-1",0,64,108,86,15,1,1,0,1,0,0,"data scientist","M"
"Senior Data Scientist",4.4,"CA","1 - 50","Company - Private","Internet","Information Technology","-1",0,89,144,116.5,9,1,0,1,0,0,0,"data scientist","M"
"Senior Scientist (Neuroscience)",3.5,"MA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Shire, GlaxoSmithKline, Allergan",0,109,200,154.5,11,1,1,0,0,0,0,"other scientist","P"
"Marketing Data Analyst",3.6,"CA","1001 - 5000","Company - Private","Gambling","Arts, Entertainment & Recreation","-1",0,35,62,48.5,35,0,1,1,1,0,1,"analyst","M"
"Machine Learning Engineer - Regulatory",3.7,"KS","501 - 1000","Company - Public","Stock Exchanges","Finance","-1",0,61,113,87,48,1,1,1,0,0,0,"machine learning engineer","na"
"Data Engineer",3.4,"TX","501 - 1000","Company - Private","IT Services","Information Technology","World Wide Technology, Presidio, Optiv",0,55,105,80,19,1,1,1,0,0,0,"data engineer","na"
"Medical Laboratory Scientist",4,"TX","1001 - 5000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,37,52,44.5,44,0,0,0,0,1,0,"other scientist","na"
"Principal Data Scientist",3.7,"CA","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,135,211,173,82,1,0,0,0,0,0,"data scientist","M"
"R&D Specialist/ Food Scientist",2.4,"IL","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,39,66,52.5,-1,0,0,0,0,0,0,"other scientist","na"
"Data Engineer",3.5,"AZ","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Accenture, Deloitte, IBM",0,57,80,68.5,24,1,0,0,0,0,0,"data engineer","na"
"Associate Principal Scientist, Pharmacogenomics",3.9,"MD","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,63,127,95,108,0,0,0,0,0,0,"other scientist","P"
"Data Scientist - Systems Engineering",3.2,"MA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,50,89,69.5,63,1,1,1,1,0,1,"data scientist","na"
"Senior Data Scientist",4.4,"OH","201 - 500","Subsidiary or Business Segment","Metals Brokers","Mining & Metals","-1",0,82,132,107,136,1,0,1,0,1,1,"data scientist","M"
"Data Scientist SR",3.9,"VA","501 - 1000","Company - Private","IT Services","Information Technology","ManTech, Booz Allen Hamilton, Leidos",0,85,139,112,11,1,0,1,0,0,0,"data scientist","M"
"Data Scientist",3.4,"DC","51 - 200","Company - Private","Consulting","Business Services","-1",0,72,121,96.5,24,1,0,0,0,0,0,"data scientist","M"
"Scientist, Bacteriology",2.1,"CA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,74,149,111.5,-1,0,1,0,0,0,0,"other scientist","P"
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,113,196,154.5,240,0,1,1,0,1,0,"data engineer","M"
"Data Scientist",3.4,"NY","201 - 500","Company - Private","Health Care Services & Hospitals","Health Care","Healthfirst (New York), naviHealth",0,69,121,95,10,1,0,1,0,1,1,"data scientist","na"
"Data Scientist",4,"NY","501 - 1000","Company - Private","Consumer Product Rental","Consumer Services","National Debt Relief, Freedom Financial Network",0,71,124,97.5,14,1,1,1,0,0,0,"data scientist","na"
"Senior Data Scientist",4.4,"IL","201 - 500","Company - Private","Consulting","Business Services","-1",0,97,160,128.5,13,1,1,1,0,1,1,"data scientist","na"
"Senior Research Scientist-Machine Learning",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,81,167,124,37,0,0,0,0,0,0,"machine learning engineer","P"
"Principal Data Scientist",3.2,"CA","501 - 1000","Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","Granular, Intuit, John Deere",0,150,238,194,15,0,1,0,0,1,0,"data scientist","na"
"Clinical Laboratory Scientist",3.7,"CO","501 - 1000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,49,81,65,55,0,0,0,0,0,0,"other scientist","na"
"Data Analyst 1, full-time contract worker for up to 12 months",4.2,"UT","10000+","Nonprofit Organization","Religious Organizations","Non-Profit","-1",0,35,65,50,-1,0,1,1,0,1,0,"analyst","na"
"Data Scientist",3.5,"NY","201 - 500","Company - Public","Advertising & Marketing","Business Services","-1",0,77,132,104.5,16,1,1,1,0,1,0,"data scientist","M"
"Data Scientist",4.3,"AZ","201 - 500","Company - Private","IT Services","Information Technology","-1",0,51,88,69.5,52,1,1,1,1,0,0,"data scientist","na"
"Data Scientist",2.6,"CA","10000+","Company - Private","Colleges & Universities","Education","-1",0,101,141,121,24,1,0,1,1,0,1,"data scientist","M"
"Data Engineer - Consultant (Charlotte Based)",4.2,"NC","201 - 500","Company - Private","IT Services","Information Technology","-1",0,59,112,85.5,13,1,1,1,0,0,0,"data engineer","na"
"Data Engineer",3.1,"CA","1001 - 5000","Company - Public","Video Games","Media","Blizzard Entertainment, Riot Games, Electronic Arts",0,79,147,113,24,1,1,1,0,1,0,"data engineer","na"
"Data Scientist (Warehouse Automation)",3.8,"CA","201 - 500","Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","-1",0,79,127,103,16,1,0,1,0,1,1,"data scientist","M"
"Scientist, Immuno-Oncology",3.9,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Pfizer, AstraZeneca, Merck",0,62,119,90.5,191,0,0,0,0,1,0,"other scientist","M"
"Senior Data Scientist",4.3,"CA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","Foursquare",0,119,187,153,13,1,1,0,0,0,0,"data scientist","na"
"Jr. Data Scientist",3.2,"VA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,81,132,106.5,63,1,1,1,1,0,1,"data scientist","na"
"Senior Data Scientist",5,"MI","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,120,140,130,10,0,1,0,0,0,0,"data scientist","M"
"Products Data Analyst II",3.3,"CA","1001 - 5000","Company - Public","Consulting","Business Services","Paychex, Insperity, ADP",0,90,157,123.5,33,0,1,1,1,0,1,"analyst","M"
"Data Architect / Data Modeler",4.3,"NY","1001 - 5000","Company - Public","Enterprise Software & Network Solutions","Information Technology","Oracle",0,63,110,86.5,22,0,1,1,0,1,0,"data modeler","M"
"Analytics Manager - Data Mart",3.5,"CA","501 - 1000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",0,42,86,64,25,0,0,1,0,0,1,"Data scientist project manager","na"
"Lead Data Analyst",3.9,"NY","201 - 500","Company - Private","Internet","Information Technology","-1",0,32,62,47,11,0,0,1,0,0,0,"analyst","na"
"Data Science Engineer - Mobile",4,"CA","10000+","Company - Public","Computer Hardware & Software","Information Technology","Apple, Microsoft",0,116,208,162,39,1,1,1,0,0,1,"data scientist","M"
"Senior Data Scientist Oncology",3.9,"MD","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,107,173,140,108,1,1,0,0,0,0,"data scientist","P"
"Data Scientist",3.4,"WA","51 - 200","Company - Private","IT Services","Information Technology","-1",0,65,113,89,-1,0,0,0,0,0,0,"data scientist","na"
"Sr. Data Engineer - Contract-to-Hire (Java)",3,"TN","10000+","Company - Private","Gas Stations","Retail","TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,69,127,98,63,1,0,1,0,0,0,"data engineer","M"
"Senior Data Scientist - R&D Oncology",3.9,"NY","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,102,172,137,108,1,0,0,0,0,0,"data scientist","P"
"Data Engineer",4,"CO","501 - 1000","Nonprofit Organization","Insurance Carriers","Insurance","-1",0,74,124,99,106,1,0,1,0,1,0,"data engineer","M"
"Food Scientist - Developer",3.3,"WI","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,40,68,54,57,0,0,0,0,0,0,"other scientist","na"
"Senior Data Engineer",3.2,"TN","1001 - 5000","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,76,142,109,17,0,1,0,0,1,0,"data engineer","na"
"Data Engineer",3.4,"MD","201 - 500","Company - Private","IT Services","Information Technology","-1",0,76,142,109,22,0,0,0,0,1,0,"data engineer","M"
"Senior Data Scientist",4.4,"MA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","-1",0,108,171,139.5,37,1,0,1,0,0,1,"data scientist","M"
"Director II, Data Science - GRM Actuarial",3.3,"IL","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,202,306,254,109,1,0,0,1,0,0,"data scientist","M"
"Machine Learning Engineer",3.2,"NY","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Qlik, Tableau Software, Informatica",0,91,159,125,46,1,1,1,0,1,0,"machine learning engineer","M"
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,80,133,106.5,25,1,0,1,1,0,1,"data scientist","M"
"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB",3.6,"DE","1001 - 5000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,43,70,56.5,86,0,0,0,0,0,0,"other scientist","na"
"Scientist, Molecular/Cellular Biologist",2.9,"CA","201 - 500","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,49,97,73,9,0,0,0,0,0,0,"other scientist","P"
"Staff Scientist-Downstream Process Development",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,49,113,81,60,0,1,0,0,0,0,"other scientist","P"
"Data Scientist",3.2,"PA","1 - 50","Company - Private","Staffing & Outsourcing","Business Services","-1",0,96,161,128.5,-1,1,0,1,0,1,0,"data scientist","na"
"Scientist - Analytical Services",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,65,134,99.5,146,0,1,0,0,0,0,"other scientist","na"
"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",4,"CA","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Ancestry, Verily Life Sciences, Abbott Laboratories",0,59,125,92,15,0,1,0,0,1,0,"other scientist","M"
"Associate Data Analyst- Graduate Development Program",3.3,"OH","501 - 1000","Company - Private","Insurance Carriers","Insurance","-1",0,32,59,45.5,32,0,0,0,0,0,0,"analyst","na"
"Sr. Data Engineer",4.5,"IN","51 - 200","Company - Private","Consulting","Business Services","-1",0,87,158,122.5,25,1,0,1,0,1,0,"data engineer","na"
"Clinical Data Analyst",3,"FL","1001 - 5000","Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","eClinicalWorks, NextGen Healthcare, athenahealth",0,27,48,37.5,44,0,1,1,0,0,0,"analyst","M"
"IT Associate Data Analyst",3.7,"MA","5001 - 10000","Company - Public","Insurance Carriers","Insurance","-1",0,39,69,54,169,0,0,1,0,0,0,"analyst","na"
"Business Data Analyst",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,36,71,53.5,19,1,1,1,0,0,0,"analyst","M"
"Senior Insurance Data Scientist",3.9,"IL","5001 - 10000","Company - Public","Financial Analytics & Research","Finance","-1",0,107,173,140,53,1,1,1,1,0,0,"data scientist","na"
"Senior Data Science Systems Engineer",3.2,"VA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,56,99,77.5,63,0,0,0,0,0,0,"data scientist","P"
"ENVIRONMENTAL ENGINEER/SCIENTIST",3.3,"MA","1 - 50","Company - Private","Construction","Construction, Repair & Maintenance","-1",1,52,58,55,45,0,1,0,0,0,0,"other scientist","na"
"Senior Scientist - Regulatory Submissions",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,80,155,117.5,146,0,1,0,0,0,0,"other scientist","M"
"Scientist - Biomarker and Flow Cytometry",2.4,"CA","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,43,98,70.5,15,0,0,0,0,0,0,"other scientist","M"
"Revenue Analytics Manager",4.8,"CA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,45,78,61.5,10,0,1,1,0,0,1,"Data scientist project manager","na"
"Sr. Scientist Method Development",2.9,"GA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,50,110,80,6,0,1,0,0,0,0,"other scientist","na"
"Associate Scientist, LC/MS Biologics",2.9,"NY","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,44,96,70,6,0,1,0,0,0,0,"other scientist","na"
"Research Scientist, Immunology - Cancer Biology",-1,"MA","unknown","Company - Private","-1","-1","-1",0,100,140,120,-1,0,1,0,0,0,0,"other scientist","P"
"IT - Data Engineer II",3.4,"MA","1001 - 5000","Company - Private","Insurance Carriers","Insurance","-1",0,61,119,90,33,0,1,1,0,0,0,"data engineer","na"
"Machine Learning Engineer (NLP)",4.1,"CA","1 - 50","Company - Private","K-12 Education","Education","-1",0,80,142,111,14,1,1,0,0,1,0,"machine learning engineer","na"
"Senior Data Analyst",3.9,"CA","51 - 200","Company - Public","Computer Hardware & Software","Information Technology","-1",0,99,178,138.5,13,1,0,1,0,0,1,"analyst","na"
"Data Science Project Manager",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,37,100,68.5,170,0,1,0,0,0,0,"data scientist","M"
"Data Engineer",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","Belly, SpotOn",0,62,113,87.5,10,1,1,1,0,1,0,"data engineer","P"
"Principal, Data Science - Advanced Analytics",3.6,"PA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","PPD, INC Research, PRA Health Sciences",0,86,137,111.5,4,0,0,0,0,0,0,"data scientist","M"
